Index,Frequency,Magnitude,Phase,Real,Imaginary
2032,11906.2,0.0857129,2.35572,-0.0605794,0.0606369
2033,11912.1,0.085652,2.35629,-0.060571,0.0605592
2034,11918,0.0856155,2.35665,-0.0605666,0.060512
2035,11923.8,0.0855819,2.35693,-0.0605598,0.0604713
2036,11929.7,0.0855655,2.35738,-0.0605756,0.0604322
2037,11935.5,0.0855278,2.3582,-0.0605987,0.0603557
2038,11941.4,0.0854691,2.35842,-0.06057,0.0603013
2039,11947.3,0.0854357,2.35895,-0.0605785,0.0602453
2040,11953.1,0.0853963,2.35916,-0.0605633,0.0602047
2041,11959,0.0853439,2.35963,-0.0605545,0.0601393
2042,11964.8,0.0853113,2.35948,-0.0605218,0.060126
2043,11970.7,0.0853392,2.35965,-0.0605519,0.0601352
2044,11976.6,0.0853266,2.36082,-0.0606132,0.0600555
2045,11982.4,0.0852737,2.36125,-0.0606017,0.0599919
2046,11988.3,0.0852346,2.36173,-0.0606025,0.0599357
2047,11994.1,0.0852061,2.36215,-0.0606077,0.0598897
2048,12000,0.0851732,2.36263,-0.060613,0.0598376
2049,12005.9,0.0851399,2.36311,-0.060618,0.0597851
2050,12011.7,0.0851038,2.36354,-0.0606177,0.059734
2051,12017.6,0.0850767,2.36401,-0.0606264,0.0596865
2052,12023.4,0.0850642,2.36444,-0.0606432,0.0596516
2053,12029.3,0.0850134,2.36559,-0.0606754,0.0595464
2054,12035.2,0.0849221,2.3658,-0.0606227,0.0594697
2055,12041,0.0848887,2.36565,-0.06059,0.0594554
2056,12046.9,0.0848747,2.36609,-0.0606066,0.0594184
2057,12052.7,0.0848504,2.36632,-0.0606028,0.0593875
2058,12058.6,0.0848174,2.36685,-0.0606108,0.0593324
2059,12064.5,0.0848106,2.36711,-0.0606213,0.0593119
2060,12070.3,0.0847803,2.3679,-0.0606465,0.0592427
2061,12076.2,0.084732,2.36835,-0.0606386,0.0591816
2062,12082,0.0847001,2.36862,-0.0606318,0.0591431
2063,12087.9,0.0846702,2.36898,-0.0606315,0.0591004
2064,12093.8,0.0846694,2.36951,-0.0606623,0.0590677
2065,12099.6,0.0846167,2.37029,-0.0606704,0.0589838
2066,12105.5,0.0845695,2.3706,-0.060655,0.0589319
2067,12111.3,0.0845354,2.37095,-0.0606508,0.0588872
2068,12117.2,0.0845083,2.37133,-0.0606539,0.0588452
2069,12123,0.0844769,2.37185,-0.0606618,0.0587919
2070,12128.9,0.0844275,2.37214,-0.0606437,0.0587397
2071,12134.8,0.0844212,2.37238,-0.0606532,0.0587208
2072,12140.6,0.0843909,2.37305,-0.0606706,0.0586593
2073,12146.5,0.0843591,2.3734,-0.0606686,0.0586155
2074,12152.3,0.0843341,2.37388,-0.0606787,0.058569
2075,12158.2,0.0843114,2.37438,-0.0606917,0.0585229
2076,12164.1,0.0842748,2.37503,-0.0607032,0.0584583
2077,12169.9,0.0842285,2.37543,-0.0606932,0.0584019
2078,12175.8,0.0842016,2.3758,-0.0606951,0.058361
2079,12181.6,0.0841704,2.37616,-0.0606941,0.0583171
2080,12187.5,0.0841797,2.3767,-0.0607322,0.0582908
2081,12193.4,0.0841199,2.37824,-0.0607786,0.058156
2082,12199.2,0.0839897,2.37803,-0.0606723,0.0580788
2083,12205.1,0.0839995,2.37795,-0.0606747,0.0580904
2084,12210.9,0.0839689,2.37842,-0.0606799,0.0580407
2085,12216.8,0.0839394,2.3788,-0.0606803,0.0579976
2086,12222.7,0.0839211,2.37917,-0.060689,0.0579621
2087,12228.5,0.0838653,2.37993,-0.0606925,0.0578775
2088,12234.4,0.0838177,2.37973,-0.0606463,0.057857
2089,12240.2,0.0838209,2.38005,-0.0606673,0.0578396
2090,12246.1,0.0837982,2.38061,-0.0606832,0.05779
2091,12252,0.0837765,2.381,-0.06069,0.0577514
2092,12257.8,0.0837492,2.38149,-0.0606987,0.0577025
2093,12263.7,0.0837283,2.38213,-0.06072,0.0576499
2094,12269.5,0.0836805,2.38258,-0.0607115,0.0575894
2095,12275.4,0.0836449,2.38294,-0.0607062,0.0575432
2096,12281.2,0.0836226,2.38327,-0.0607092,0.0575076
2097,12287.1,0.083601,2.38379,-0.0607232,0.0574614
2098,12293,0.0835607,2.38436,-0.0607271,0.0573988
2099,12298.8,0.0835253,2.38479,-0.0607256,0.0573488
2100,12304.7,0.0834797,2.38505,-0.0607077,0.0573013
2101,12310.5,0.0834632,2.38541,-0.0607162,0.0572681
2102,12316.4,0.083437,2.38564,-0.0607101,0.0572366
2103,12322.3,0.0834453,2.38633,-0.060756,0.0571999
2104,12328.1,0.0833823,2.38718,-0.0607585,0.0571053
2105,12334,0.083336,2.38728,-0.0607302,0.0570678
2106,12339.8,0.0833151,2.38779,-0.0607446,0.057022
2107,12345.7,0.0832637,2.38806,-0.0607221,0.0569708
2108,12351.6,0.083258,2.38821,-0.0607265,0.0569577
2109,12357.4,0.0832469,2.38884,-0.0607542,0.056912
2110,12363.3,0.0832161,2.38942,-0.0607647,0.0568557
2111,12369.1,0.0831791,2.38987,-0.0607637,0.0568026
2112,12375,0.0831539,2.39036,-0.0607727,0.056756
2113,12380.9,0.0831204,2.39077,-0.0607718,0.056708
2114,12386.7,0.0831006,2.39125,-0.0607841,0.0566657
2115,12392.6,0.0830847,2.392,-0.0608153,0.0566089
2116,12398.4,0.0830088,2.39279,-0.0608042,0.0565093
2117,12404.3,0.0829549,2.39274,-0.0607617,0.0564759
2118,12410.2,0.0829452,2.39311,-0.0607756,0.0564467
2119,12416,0.0828932,2.39368,-0.0607699,0.0563764
2120,12421.9,0.0828624,2.39368,-0.0607475,0.0563552
2121,12427.7,0.0828445,2.39419,-0.0607628,0.0563126
2122,12433.6,0.0828208,2.39447,-0.0607615,0.0562791
2123,12439.5,0.0827874,2.39504,-0.0607689,0.0562219
2124,12445.3,0.0827669,2.39516,-0.0607606,0.0562007
2125,12451.2,0.0827539,2.39586,-0.0607902,0.0561493
2126,12457,0.0827211,2.39623,-0.0607871,0.0561044
2127,12462.9,0.0827007,2.39688,-0.0608084,0.0560513
2128,12468.8,0.0826569,2.39741,-0.0608059,0.0559894
2129,12474.6,0.0826187,2.39776,-0.0607975,0.0559421
2130,12480.5,0.0825851,2.3982,-0.0607969,0.055893
2131,12486.3,0.0825555,2.3985,-0.0607921,0.0558546
2132,12492.2,0.0825259,2.39892,-0.0607939,0.0558089
2133,12498,0.0825038,2.39929,-0.0607982,0.0557715
2134,12503.9,0.0824788,2.39981,-0.0608087,0.055723
2135,12509.8,0.0824455,2.40029,-0.060811,0.0556712
2136,12515.6,0.0824087,2.40075,-0.0608097,0.0556182
2137,12521.5,0.0823728,2.40105,-0.0607995,0.055576
2138,12527.3,0.0823519,2.40139,-0.0608031,0.055541
2139,12533.2,0.0823235,2.40189,-0.0608098,0.0554917
2140,12539.1,0.0822888,2.40225,-0.0608042,0.0554463
2141,12544.9,0.0822506,2.40256,-0.0607933,0.0554017
2142,12550.8,0.08224,2.40233,-0.0607725,0.0554086
2143,12556.6,0.0823001,2.40323,-0.0608665,0.0553946
2144,12562.5,0.0822354,2.40441,-0.0608844,0.0552788
2145,12568.4,0.0821887,2.4048,-0.060871,0.0552241
2146,12574.2,0.082152,2.40527,-0.0608698,0.0551708
2147,12580.1,0.0821157,2.40566,-0.0608646,0.0551224
2148,12585.9,0.0820907,2.40615,-0.0608729,0.0550761
2149,12591.8,0.0820511,2.4066,-0.0608683,0.0550221
2150,12597.7,0.0820246,2.40699,-0.0608704,0.0549802
2151,12603.5,0.0819961,2.40746,-0.0608752,0.0549325
2152,12609.4,0.0819707,2.40784,-0.0608771,0.0548924
2153,12615.2,0.0819638,2.40886,-0.0609279,0.0548257
2154,12621.1,0.0818359,2.40934,-0.0608591,0.054711
2155,12627,0.0818339,2.40888,-0.0608322,0.0547378
2156,12632.8,0.0818248,2.40948,-0.0608582,0.0546953
2157,12638.7,0.0817944,2.40995,-0.0608616,0.054646
2158,12644.5,0.0817645,2.41025,-0.0608557,0.0546078
2159,12650.4,0.081756,2.41071,-0.0608745,0.0545743
2160,12656.2,0.0817227,2.41146,-0.0608903,0.0545065
2161,12662.1,0.0816712,2.41176,-0.0608684,0.0544539
2162,12668,0.0816553,2.41213,-0.0608769,0.0544205
2163,12673.8,0.0816257,2.41258,-0.0608793,0.0543735
2164,12679.7,0.0815857,2.41338,-0.0608928,0.0542982
2165,12685.5,0.0815109,2.41323,-0.0608288,0.0542576
2166,12691.4,0.0815334,2.4134,-0.0608549,0.0542621
2167,12697.3,0.0815055,2.414,-0.0608667,0.0542068
2168,12703.1,0.0814876,2.4145,-0.0608801,0.0541651
2169,12709,0.0814444,2.41498,-0.060874,0.0541068
2170,12714.8,0.0814231,2.41521,-0.0608706,0.0540786
2171,12720.7,0.0814063,2.41576,-0.0608873,0.0540344
2172,12726.6,0.0813722,2.4162,-0.0608857,0.0539849
2173,12732.4,0.0813469,2.41663,-0.0608903,0.0539416
2174,12738.3,0.0813227,2.41704,-0.0608941,0.0539007
2175,12744.1,0.081292,2.41751,-0.0608965,0.0538518
2176,12750,0.0812693,2.41793,-0.060902,0.0538112
2177,12755.9,0.0812424,2.4184,-0.0609071,0.0537647
2178,12761.7,0.0812135,2.41877,-0.0609055,0.053723
2179,12767.6,0.0811946,2.4193,-0.0609199,0.053678
2180,12773.4,0.0811787,2.41971,-0.0609295,0.053643
2181,12779.3,0.0811384,2.42069,-0.0609518,0.0535566
2182,12785.2,0.0810701,2.42085,-0.0609091,0.0535018
2183,12791,0.0810527,2.42096,-0.0609019,0.0534837
2184,12796.9,0.0810289,2.42131,-0.0609029,0.0534465
2185,12802.7,0.0810217,2.42166,-0.060916,0.0534206
2186,12808.6,0.0810133,2.42189,-0.0609222,0.0534007
2187,12814.5,0.0810421,2.42338,-0.0610234,0.0533288
2188,12820.3,0.0808908,2.42397,-0.0609408,0.0531935
2189,12826.2,0.0808875,2.42382,-0.0609305,0.0532003
2190,12832,0.0808541,2.42409,-0.0609197,0.0531617
2191,12837.9,0.0808159,2.42463,-0.0609195,0.0531038
2192,12843.8,0.0808169,2.42423,-0.0608991,0.0531288
2193,12849.6,0.0808413,2.42542,-0.0609807,0.0530724
2194,12855.5,0.080781,2.42607,-0.0609697,0.0529931
2195,12861.3,0.0807521,2.42652,-0.0609716,0.0529469
2196,12867.2,0.0807166,2.42703,-0.0609718,0.0528925
2197,12873,0.0806821,2.42738,-0.0609642,0.0528485
2198,12878.9,0.0806602,2.42805,-0.0609828,0.0527937
2199,12884.8,0.080598,2.42838,-0.0609532,0.0527327
2200,12890.6,0.0805752,2.42857,-0.060946,0.0527063
2201,12896.5,0.0805562,2.42892,-0.0609502,0.0526724
2202,12902.3,0.0805316,2.4294,-0.060957,0.0526268
2203,12908.2,0.0805043,2.42982,-0.0609582,0.0525836
2204,12914.1,0.0804777,2.43023,-0.0609597,0.0525412
2205,12919.9,0.0804475,2.4307,-0.0609614,0.0524929
2206,12925.8,0.0804219,2.43106,-0.0609609,0.0524543
2207,12931.6,0.0803875,2.43148,-0.0609569,0.0524062
2208,12937.5,0.0803633,2.43177,-0.0609537,0.0523727
2209,12943.4,0.080357,2.43201,-0.0609615,0.052354
2210,12949.2,0.0803459,2.43285,-0.060997,0.0522957
2211,12955.1,0.0802994,2.43335,-0.0609879,0.0522347
2212,12960.9,0.080268,2.43374,-0.0609843,0.0521907
2213,12966.8,0.0802418,2.43412,-0.0609843,0.0521504
2214,12972.7,0.080218,2.43457,-0.0609897,0.0521075
2215,12978.5,0.0801909,2.43503,-0.060993,0.0520619
2216,12984.4,0.0801618,2.43556,-0.0609986,0.0520105
2217,12990.2,0.080125,2.43591,-0.0609889,0.0519651
2218,12996.1,0.0800973,2.43632,-0.0609888,0.0519224
2219,13002,0.0800709,2.43657,-0.0609816,0.0518903
2220,13007.8,0.0800672,2.43702,-0.061002,0.0518604
2221,13013.7,0.0800325,2.43778,-0.0610154,0.0517912
2222,13019.5,0.079993,2.438,-0.0609967,0.0517521
2223,13025.4,0.0799757,2.43844,-0.061006,0.0517145
2224,13031.2,0.0799491,2.43891,-0.06101,0.0516685
2225,13037.1,0.0799276,2.43931,-0.0610145,0.05163
2226,13043,0.0798989,2.43994,-0.061025,0.0515731
2227,13048.8,0.0798603,2.44027,-0.0610127,0.0515279
2228,13054.7,0.0798402,2.44065,-0.0610166,0.0514921
2229,13060.5,0.0798116,2.44116,-0.0610211,0.0514423
2230,13066.4,0.0797864,2.44149,-0.0610186,0.0514063
2231,13072.3,0.0797655,2.442,-0.0610288,0.0513616
2232,13078.1,0.0797393,2.44255,-0.0610369,0.0513113
2233,13084,0.0796976,2.44299,-0.0610277,0.0512575
2234,13089.8,0.0796717,2.44334,-0.0610258,0.0512196
2235,13095.7,0.0796455,2.44371,-0.0610248,0.0511798
2236,13101.6,0.0796241,2.44424,-0.0610356,0.0511337
2237,13107.4,0.0795781,2.44463,-0.0610201,0.0510805
2238,13113.3,0.079562,2.44485,-0.0610189,0.0510569
2239,13119.1,0.0795405,2.44528,-0.0610245,0.0510167
2240,13125,0.07952,2.44571,-0.0610308,0.0509771
2241,13130.9,0.0795019,2.44613,-0.0610381,0.0509401
2242,13136.7,0.0794838,2.4466,-0.0610482,0.0508998
2243,13142.6,0.0794772,2.44738,-0.0610829,0.0508478
2244,13148.4,0.0794046,2.44817,-0.0610671,0.0507533
2245,13154.3,0.0793556,2.44814,-0.0610279,0.0507239
2246,13160.2,0.0793449,2.44841,-0.0610331,0.0507007
2247,13166,0.0793162,2.44883,-0.0610325,0.0506566
2248,13171.9,0.0792907,2.44914,-0.0610288,0.0506213
2249,13177.7,0.0792749,2.44933,-0.0610259,0.0505999
2250,13183.6,0.0792739,2.44991,-0.0610547,0.0505635
2251,13189.5,0.0792459,2.45048,-0.061062,0.0505109
2252,13195.3,0.0792195,2.45095,-0.0610655,0.0504652
2253,13201.2,0.0791927,2.45136,-0.0610655,0.0504231
2254,13207,0.079183,2.45192,-0.0610862,0.0503828
2255,13212.9,0.0791379,2.45254,-0.0610827,0.0503162
2256,13218.8,0.079107,2.45288,-0.0610757,0.050276
2257,13224.6,0.0790781,2.45322,-0.0610706,0.0502368
2258,13230.5,0.0790512,2.45376,-0.0610766,0.0501871
2259,13236.3,0.0790191,2.45381,-0.0610543,0.0501636
2260,13242.2,0.0790267,2.45441,-0.0610907,0.0501312
2261,13248,0.0789918,2.45495,-0.0610908,0.0500762
2262,13253.9,0.0789643,2.45538,-0.0610908,0.0500328
2263,13259.8,0.078952,2.45574,-0.0610994,0.0500028
2264,13265.6,0.0789544,2.45659,-0.0611435,0.0499527
2265,13271.5,0.07886,2.45749,-0.0611156,0.0498376
2266,13277.3,0.0788337,2.4571,-0.0610756,0.0498451
2267,13283.2,0.078826,2.45772,-0.0611004,0.0498023
2268,13289.1,0.0787985,2.45808,-0.0610971,0.049763
2269,13294.9,0.0787695,2.45845,-0.0610929,0.0497221
2270,13300.8,0.0787892,2.45872,-0.0611219,0.0497177
2271,13306.6,0.0787542,2.46011,-0.0611635,0.0496111
2272,13312.5,0.0786811,2.46029,-0.0611157,0.0495539
2273,13318.4,0.0786557,2.46053,-0.0611079,0.0495231
2274,13324.2,0.0786337,2.46095,-0.0611115,0.0494838
2275,13330.1,0.0786022,2.46136,-0.0611077,0.0494384
2276,13335.9,0.0785729,2.46176,-0.0611044,0.0493958
2277,13341.8,0.0785473,2.46206,-0.0610995,0.0493613
2278,13347.7,0.0785267,2.46249,-0.0611046,0.049322
2279,13353.5,0.0785036,2.46291,-0.0611074,0.0492818
2280,13359.4,0.0784765,2.46343,-0.0611117,0.0492334
2281,13365.2,0.0784392,2.46379,-0.0611002,0.0491882
2282,13371.1,0.078423,2.46404,-0.0610998,0.0491627
2283,13377,0.0784032,2.46458,-0.0611113,0.0491169
2284,13382.8,0.0783732,2.46494,-0.0611054,0.0490763
2285,13388.7,0.0783573,2.46534,-0.0611126,0.0490419
2286,13394.5,0.0783322,2.4659,-0.0611207,0.0489918
2287,13400.4,0.0782985,2.46632,-0.0611147,0.0489455
2288,13406.2,0.078269,2.46654,-0.0611026,0.0489133
2289,13412.1,0.0782666,2.46695,-0.0611205,0.048887
2290,13418,0.0782397,2.46748,-0.0611258,0.0488375
2291,13423.8,0.0782181,2.46795,-0.0611318,0.0487953
2292,13429.7,0.0782055,2.46833,-0.0611402,0.0487644
2293,13435.5,0.0781767,2.46921,-0.0611606,0.0486926
2294,13441.4,0.0781263,2.46948,-0.0611344,0.0486448
2295,13447.3,0.078103,2.46979,-0.0611314,0.0486111
2296,13453.1,0.0780835,2.47016,-0.061134,0.0485764
2297,13459,0.0780644,2.47055,-0.0611378,0.048541
2298,13464.8,0.0780502,2.47106,-0.0611519,0.0485004
2299,13470.7,0.0780246,2.47178,-0.0611664,0.0484408
2300,13476.6,0.0779717,2.4721,-0.0611404,0.0483884
2301,13482.4,0.0779551,2.47244,-0.0611441,0.048357
2302,13488.3,0.0779307,2.47279,-0.0611419,0.0483205
2303,13494.1,0.0779045,2.47326,-0.061144,0.0482755
2304,13500,0.0778825,2.47362,-0.061144,0.0482401
2305,13505.9,0.0778611,2.47403,-0.061147,0.0482017
2306,13511.7,0.0778388,2.4744,-0.0611473,0.0481652
2307,13517.6,0.077825,2.47491,-0.0611609,0.0481256
2308,13523.4,0.0778152,2.4753,-0.061172,0.0480957
2309,13529.3,0.0777916,2.47637,-0.0612046,0.048016
2310,13535.2,0.0777195,2.47676,-0.0611669,0.0479472
2311,13541,0.0776902,2.47679,-0.0611452,0.0479273
2312,13546.9,0.0776773,2.47726,-0.0611573,0.0478909
2313,13552.7,0.077649,2.4776,-0.0611515,0.0478524
2314,13558.6,0.0776196,2.47811,-0.0611527,0.0478032
2315,13564.5,0.0775929,2.47825,-0.0611384,0.0477782
2316,13570.3,0.0775823,2.47875,-0.0611538,0.0477413
2317,13576.2,0.0775547,2.47916,-0.0611518,0.047699
2318,13582,0.0775323,2.47957,-0.0611536,0.0476603
2319,13587.9,0.0775058,2.47999,-0.0611525,0.0476184
2320,13593.8,0.0774865,2.48022,-0.0611483,0.0475924
2321,13599.6,0.0774843,2.48081,-0.061175,0.0475546
2322,13605.5,0.0774438,2.48142,-0.0611716,0.0474929
2323,13611.3,0.0774189,2.48169,-0.0611651,0.0474606
2324,13617.2,0.0773925,2.48218,-0.0611675,0.0474145
2325,13623,0.0773451,2.48252,-0.061146,0.0473649
2326,13628.9,0.0773535,2.48197,-0.0611265,0.0474037
2327,13634.8,0.0774065,2.48346,-0.0612389,0.0473452
2328,13640.6,0.0773214,2.48409,-0.0612014,0.0472546
2329,13646.5,0.0773029,2.48448,-0.0612054,0.0472191
2330,13652.3,0.0772681,2.48498,-0.0612013,0.0471674
2331,13658.2,0.0772273,2.4852,-0.0611795,0.0471289
2332,13664.1,0.0772304,2.4854,-0.0611914,0.0471184
2333,13669.9,0.0772128,2.48612,-0.061211,0.0470641
2334,13675.8,0.0771861,2.48653,-0.0612096,0.0470222
2335,13681.6,0.0771647,2.48698,-0.0612137,0.0469817
2336,13687.5,0.0771464,2.48732,-0.061215,0.0469499
2337,13693.4,0.0771623,2.48808,-0.0612635,0.0469128
2338,13699.2,0.0770919,2.48912,-0.0612561,0.0468065
2339,13705.1,0.0770453,2.48912,-0.0612192,0.0467781
2340,13710.9,0.0770225,2.48945,-0.0612162,0.0467444
2341,13716.8,0.0770109,2.48999,-0.0612326,0.0467039
2342,13722.7,0.0769724,2.49012,-0.0612077,0.0466731
2343,13728.5,0.0769596,2.49051,-0.061216,0.046641
2344,13734.4,0.0769805,2.49162,-0.0612843,0.0465858
2345,13740.2,0.0769173,2.49155,-0.0612307,0.0465519
2346,13746.1,0.0768606,2.49236,-0.0612231,0.0464681
2347,13752,0.076894,2.49417,-0.0613336,0.0463775
2348,13757.8,0.0768147,2.49237,-0.0611873,0.0464394
2349,13763.7,0.0765934,2.49379,-0.0610763,0.0462195
2350,13769.5,0.0767846,2.49524,-0.0612959,0.0462459
2351,13775.4,0.0768062,2.48962,-0.0610522,0.0466028
2352,13781.2,0.0764886,2.49458,-0.0610295,0.0461076
2353,13787.1,0.0770839,2.49724,-0.0616279,0.0463025
2354,13793,0.0767065,2.49256,-0.0611097,0.0463627
2355,13798.8,0.0763003,2.49617,-0.0609523,0.0458972
2356,13804.7,0.0770178,2.50118,-0.0617568,0.0460201
2357,13810.5,0.0765153,2.48841,-0.0607651,0.0464994
2358,13816.4,0.0765172,2.50179,-0.0613829,0.0456839
2359,13822.3,0.0764353,2.5028,-0.0613636,0.0455725
2360,13828.1,0.0768978,2.48024,-0.0606851,0.0472292
2361,13834,0.0766159,2.51011,-0.0618407,0.0452297
2362,13839.8,0.0769796,2.50615,-0.0619538,0.0456902
2363,13845.7,0.0759853,2.49475,-0.0606355,0.0457941
2364,13851.6,0.0756909,2.50164,-0.0607137,0.0451992
2365,13857.4,0.0774598,2.49881,-0.0620014,0.0464311
2366,13863.3,0.0761326,2.50262,-0.0611122,0.0454034
2367,13869.1,0.075265,2.50503,-0.060524,0.0447401
2368,13875,0.0770008,2.4876,-0.0611126,0.0468443
2369,13880.9,0.0767668,2.50086,-0.0615406,0.04589
2370,13886.7,0.0768326,2.51028,-0.0620233,0.0453471
2371,13892.6,0.076328,2.50907,-0.0615617,0.0451235
2372,13898.4,0.075544,2.51339,-0.0611215,0.0443967
2373,13904.3,0.0758047,2.50659,-0.0610283,0.0449656
2374,13910.2,0.0751906,2.4856,-0.0595841,0.0458623
2375,13916,0.0764231,2.51435,-0.0618758,0.0448539
2376,13921.9,0.0765151,2.49625,-0.0611275,0.0460216
2377,13927.7,0.0747073,2.48936,-0.059372,0.0453448
2378,13933.6,0.0774504,2.51012,-0.0625147,0.0457218
2379,13939.5,0.0776524,2.50591,-0.0624843,0.0461044
2380,13945.3,0.0740289,2.50086,-0.0593457,0.0442535
2381,13951.2,0.076597,2.52993,-0.0627094,0.0439846
2382,13957,0.0774132,2.48773,-0.061446,0.0470872
2383,13962.9,0.0735473,2.5003,-0.058935,0.0439986
2384,13968.8,0.0765049,2.53893,-0.0630272,0.0433656
2385,13974.6,0.077491,2.47261,-0.0607878,0.0480593
2386,13980.5,0.0737322,2.493,-0.0587597,0.0445392
2387,13986.3,0.0776321,2.54329,-0.064147,0.0437254
2388,13992.2,0.0783916,2.48306,-0.0619993,0.0479721
2389,13998,0.073621,2.51025,-0.0594296,0.0434531
2390,14003.9,0.0773119,2.56373,-0.0647588,0.0422305
2391,14009.8,0.0759657,2.48767,-0.0602945,0.04621
2392,14015.6,0.0726134,2.50592,-0.05843,0.043112
2393,14021.5,0.0764194,2.53794,-0.0629136,0.0433798
2394,14027.3,0.0764891,2.4781,-0.0602618,0.0471073
2395,14033.2,0.0727362,2.49877,-0.0582184,0.0436024
2396,14039.1,0.0782624,2.53313,-0.0642165,0.0447353
2397,14044.9,0.0763029,2.48044,-0.0602249,0.0468519
2398,14050.8,0.0734087,2.51684,-0.0595424,0.0429364
2399,14056.6,0.0777655,2.53038,-0.0636864,0.0446265
2400,14062.5,0.0765557,2.48428,-0.0606045,0.0467747
2401,14068.4,0.0731749,2.52122,-0.0595395,0.0425394
2402,14074.2,0.0774239,2.53423,-0.0635771,0.0441861
2403,14080.1,0.0764714,2.47703,-0.0601975,0.0471608
2404,14085.9,0.0730757,2.51589,-0.0592316,0.0427981
2405,14091.8,0.0787163,2.53164,-0.0645219,0.0450908
2406,14097.7,0.0770337,2.48459,-0.0609975,0.0470478
2407,14103.5,0.0732387,2.5306,-0.0599881,0.0420158
2408,14109.4,0.0791662,2.54232,-0.0653711,0.0446532
2409,14115.2,0.0758142,2.48909,-0.0602392,0.0460329
2410,14121.1,0.074039,2.55025,-0.0614665,0.0412751
2411,14127,0.0769098,2.53821,-0.0633292,0.043641
2412,14132.8,0.0758882,2.49238,-0.0604494,0.0458791
2413,14138.7,0.0736973,2.53593,-0.0605883,0.0419566
2414,14144.5,0.0778662,2.55184,-0.0647127,0.043306
2415,14150.4,0.0744013,2.49573,-0.0594153,0.0447815
2416,14156.2,0.0735892,2.53843,-0.0606039,0.0417437
2417,14162.1,0.077033,2.55025,-0.0639523,0.0429439
2418,14168,0.073891,2.48355,-0.0584621,0.0451893
2419,14173.8,0.0728673,2.53754,-0.0599729,0.0413871
2420,14179.7,0.0778438,2.5254,-0.0635272,0.0449884
2421,14185.5,0.0751327,2.47884,-0.0592271,0.0462285
2422,14191.4,0.0738832,2.55029,-0.0613389,0.0411858
2423,14197.3,0.0790693,2.53592,-0.0650043,0.0450155
2424,14203.1,0.0744268,2.50352,-0.0597828,0.0443325
2425,14209,0.0726143,2.55845,-0.0606136,0.0399852
2426,14214.8,0.0782505,2.5342,-0.0642545,0.0446598
2427,14220.7,0.0739537,2.49407,-0.0589841,0.0446097
2428,14226.6,0.0725711,2.55662,-0.0605045,0.0400721
2429,14232.4,0.0785044,2.5282,-0.0641933,0.0451904
2430,14238.3,0.0741912,2.49738,-0.0593211,0.0445571
2431,14244.1,0.0728909,2.55788,-0.0608216,0.0401723
2432,14250,0.0779888,2.53888,-0.0642471,0.0442105
2433,14255.9,0.0743632,2.48931,-0.0590963,0.0451389
2434,14261.7,0.0725944,2.56694,-0.0609343,0.0394583
2435,14267.6,0.078152,2.53762,-0.0643259,0.0443837
2436,14273.4,0.0734304,2.4876,-0.058279,0.044672
2437,14279.3,0.0738126,2.57093,-0.0621165,0.0398729
2438,14285.2,0.0768502,2.53674,-0.0632159,0.0437003
2439,14291,0.0735593,2.48649,-0.0583313,0.0448156
2440,14296.9,0.0737125,2.56876,-0.0619459,0.0399531
2441,14302.7,0.0777127,2.53222,-0.0637251,0.0444791
2442,14308.6,0.0726171,2.49234,-0.0578421,0.0439037
2443,14314.5,0.0746795,2.57523,-0.0630188,0.0400706
2444,14320.3,0.0766852,2.51939,-0.062314,0.0446944
2445,14326.2,0.0735425,2.50153,-0.0589853,0.0439231
2446,14332,0.0745105,2.57458,-0.0628502,0.0400208
2447,14337.9,0.0770848,2.51763,-0.0625598,0.0450371
2448,14343.8,0.0739446,2.51441,-0.0598718,0.0433955
2449,14349.6,0.0741729,2.57974,-0.0627703,0.039516
2450,14355.5,0.0771556,2.52488,-0.0629421,0.0446237
2451,14361.3,0.0728352,2.51511,-0.0590033,0.0427033
2452,14367.2,0.0749075,2.57679,-0.0632738,0.0400945
2453,14373,0.0768394,2.53833,-0.0632764,0.0435936
2454,14378.9,0.0716611,2.51185,-0.057915,0.0422039
2455,14384.8,0.0746306,2.57495,-0.0629666,0.0400616
2456,14390.6,0.0771993,2.52008,-0.0627629,0.0449506
2457,14396.5,0.0721492,2.52471,-0.0588512,0.0417377
2458,14402.3,0.0750384,2.57183,-0.0631846,0.0404779
2459,14408.2,0.0773151,2.52827,-0.0632237,0.0445015
2460,14414.1,0.0724946,2.53131,-0.0594084,0.0415465
2461,14419.9,0.0748634,2.59146,-0.0638177,0.0391387
2462,14425.8,0.0761224,2.52673,-0.0621806,0.0439112
2463,14431.6,0.0719777,2.54091,-0.0593779,0.0406824
2464,14437.5,0.0739247,2.57971,-0.0625589,0.0393858
2465,14443.4,0.0761658,2.52747,-0.0622486,0.0438901
2466,14449.2,0.0715215,2.53431,-0.0587337,0.0408128
2467,14455.1,0.0742034,2.58354,-0.0629459,0.0392932
2468,14460.9,0.075028,2.51991,-0.0609903,0.0436964
2469,14466.8,0.0721505,2.51676,-0.0585184,0.0422053
2470,14472.7,0.074724,2.58858,-0.0635862,0.0392488
2471,14478.5,0.0764768,2.50644,-0.0615624,0.0453737
2472,14484.4,0.0723195,2.54918,-0.0599959,0.0403806
2473,14490.2,0.0750406,2.58365,-0.0636606,0.0397294
2474,14496.1,0.0761084,2.54157,-0.0628141,0.0429754
