Index,Frequency,Magnitude,Phase,Real,Imaginary
1591,9322.27,0.100609,2.13368,-0.0536875,0.085087
1592,9328.12,0.10566,2.21039,-0.0630651,0.0847757
1593,9333.98,0.107053,2.13296,-0.0570611,0.0905779
1594,9339.84,0.102496,2.1349,-0.0548003,0.0866167
1595,9345.7,0.104863,2.21061,-0.0626085,0.0841218
1596,9351.56,0.10989,2.13929,-0.0591602,0.0926057
1597,9357.42,0.0994164,2.14327,-0.0538554,0.0835657
1598,9363.28,0.107584,2.21769,-0.0648424,0.0858478
1599,9369.14,0.10689,2.13254,-0.0569368,0.0904639
1600,9375,0.101679,2.16358,-0.0568052,0.0843317
1601,9380.86,0.104857,2.20734,-0.0623289,0.0843217
1602,9386.72,0.108089,2.14996,-0.0591599,0.0904614
1603,9392.58,0.099399,2.15488,-0.0548117,0.0829207
1604,9398.44,0.105134,2.20874,-0.062612,0.0844563
1605,9404.3,0.107583,2.14172,-0.0581389,0.090521
1606,9410.16,0.0997564,2.15472,-0.0549957,0.0832275
1607,9416.02,0.104725,2.2116,-0.0626084,0.0839496
1608,9421.88,0.108622,2.13753,-0.0583167,0.0916404
1609,9427.73,0.0987958,2.16305,-0.0551508,0.0819695
1610,9433.59,0.105275,2.21666,-0.0633642,0.0840703
1611,9439.45,0.107484,2.13044,-0.0570612,0.0910867
1612,9445.31,0.0990372,2.16703,-0.055612,0.0819492
1613,9451.17,0.105797,2.21879,-0.0638577,0.0843519
1614,9457.03,0.106594,2.13092,-0.0566325,0.090305
1615,9462.89,0.0975692,2.16739,-0.0548174,0.0807143
1616,9468.75,0.10751,2.20404,-0.0636203,0.0866656
1617,9474.61,0.10673,2.12728,-0.056375,0.0906265
1618,9480.47,0.0990563,2.18485,-0.057075,0.0809605
1619,9486.33,0.108387,2.21416,-0.06502,0.0867188
1620,9492.19,0.104265,2.1431,-0.056467,0.0876503
1621,9498.05,0.0990528,2.18549,-0.0571244,0.0809214
1622,9503.91,0.106867,2.21077,-0.0638187,0.0857195
1623,9509.77,0.104888,2.15134,-0.0575286,0.0877041
1624,9515.62,0.0964036,2.19371,-0.0562425,0.0782972
1625,9521.48,0.10561,2.18967,-0.0612661,0.0860234
1626,9527.34,0.105474,2.12423,-0.0554389,0.0897295
1627,9533.2,0.0995897,2.19708,-0.0583735,0.0806886
1628,9539.06,0.107645,2.20487,-0.0637724,0.0867213
1629,9544.92,0.103277,2.14524,-0.056117,0.0867005
1630,9550.78,0.0998788,2.2061,-0.0592701,0.0803916
1631,9556.64,0.104989,2.20596,-0.0622915,0.0845134
1632,9562.5,0.103229,2.13879,-0.0555313,0.0870202
1633,9568.36,0.0985073,2.19604,-0.0576559,0.0798718
1634,9574.22,0.107218,2.20142,-0.0632212,0.0865959
1635,9580.08,0.101416,2.13968,-0.054632,0.0854428
1636,9585.94,0.100665,2.19383,-0.0587384,0.0817512
1637,9591.8,0.106142,2.20106,-0.0625556,0.0857489
1638,9597.66,0.103454,2.14975,-0.0566046,0.0865951
1639,9603.52,0.0989651,2.19942,-0.0581946,0.0800468
1640,9609.38,0.108205,2.20495,-0.0641111,0.0871676
1641,9615.23,0.101386,2.16312,-0.0566033,0.0841144
1642,9621.09,0.100056,2.20732,-0.0594733,0.0804614
1643,9626.95,0.105457,2.21183,-0.0630655,0.0845217
1644,9632.81,0.101549,2.15865,-0.0563167,0.0845028
1645,9638.67,0.0987194,2.20632,-0.0585993,0.0794458
1646,9644.53,0.106442,2.21082,-0.0635687,0.0853747
1647,9650.39,0.100183,2.16307,-0.0559274,0.0831193
1648,9656.25,0.0973988,2.21402,-0.0584179,0.0779351
1649,9662.11,0.106226,2.1833,-0.0610711,0.0869158
1650,9667.97,0.100182,2.16741,-0.0562871,0.0828747
1651,9673.83,0.0992564,2.20437,-0.0587625,0.0799924
1652,9679.69,0.105546,2.2004,-0.0621481,0.0853091
1653,9685.55,0.100197,2.16108,-0.0557693,0.0832425
1654,9691.41,0.0984583,2.20521,-0.0583567,0.0793002
1655,9697.27,0.106878,2.20192,-0.0630637,0.0862898
1656,9703.12,0.0999187,2.15526,-0.0551304,0.083333
1657,9708.98,0.098118,2.23368,-0.0603812,0.0773385
1658,9714.84,0.106782,2.18504,-0.0615424,0.0872634
1659,9720.7,0.0987087,2.1508,-0.0540951,0.0825659
1660,9726.56,0.100798,2.24605,-0.0630082,0.0786778
1661,9732.42,0.105316,2.1902,-0.0611415,0.0857507
1662,9738.28,0.0978096,2.15692,-0.0541021,0.0814842
1663,9744.14,0.100026,2.24076,-0.0621122,0.0784047
1664,9750,0.105676,2.1848,-0.0608843,0.0863743
1665,9755.86,0.0982719,2.15892,-0.0545212,0.0817607
1666,9761.72,0.0998435,2.25314,-0.0629625,0.0774884
1667,9767.58,0.10516,2.18061,-0.0602266,0.0862053
1668,9773.44,0.0974209,2.16071,-0.0541943,0.0809556
1669,9779.3,0.10114,2.24793,-0.0633704,0.0788261
1670,9785.16,0.104547,2.18701,-0.0604231,0.0853181
1671,9791.02,0.0974901,2.17698,-0.0555432,0.0801204
1672,9796.88,0.09915,2.23837,-0.0613822,0.0778649
1673,9802.73,0.105351,2.19042,-0.0611806,0.0857661
1674,9808.59,0.0966742,2.17202,-0.0546837,0.0797219
1675,9814.45,0.0991571,2.25151,-0.0624041,0.0770575
1676,9820.31,0.103686,2.16543,-0.0580856,0.0858884
1677,9826.17,0.0980183,2.17318,-0.0555378,0.0807659
1678,9832.03,0.102004,2.23633,-0.0629855,0.0802346
1679,9837.89,0.103441,2.20438,-0.0612403,0.0833642
1680,9843.75,0.098129,2.1819,-0.0563034,0.0803693
1681,9849.61,0.0984314,2.25699,-0.0623659,0.0761527
1682,9855.47,0.104106,2.18464,-0.0599665,0.0850998
1683,9861.33,0.0954951,2.18557,-0.0550791,0.0780102
1684,9867.19,0.0999562,2.24473,-0.0623791,0.0781031
1685,9873.05,0.104122,2.19058,-0.0604799,0.0847557
1686,9878.91,0.0928413,2.18645,-0.0536149,0.0757954
1687,9884.77,0.102065,2.23339,-0.0627862,0.0804682
1688,9890.62,0.101477,2.17983,-0.0580519,0.0832314
1689,9896.48,0.0965544,2.19279,-0.0562583,0.0784714
1690,9902.34,0.0992806,2.22857,-0.060696,0.0785661
1691,9908.2,0.104129,2.18078,-0.0596506,0.0853501
1692,9914.06,0.0962302,2.19519,-0.0562565,0.0780734
1693,9919.92,0.0995047,2.24565,-0.062169,0.0776929
1694,9925.78,0.103558,2.17215,-0.0585894,0.0853909
1695,9931.64,0.0967076,2.19246,-0.0563215,0.0786145
1696,9937.5,0.10098,2.26579,-0.064665,0.0775584
1697,9943.36,0.103097,2.16838,-0.0580072,0.0852296
1698,9949.22,0.0953295,2.23757,-0.0589565,0.0749122
1699,9955.08,0.0992497,2.23615,-0.0612707,0.0780795
1700,9960.94,0.102061,2.18942,-0.0591871,0.0831467
1701,9966.8,0.0925658,2.20119,-0.0545641,0.0747743
1702,9972.66,0.102884,2.23556,-0.0634661,0.0809763
1703,9978.52,0.100326,2.17072,-0.0566417,0.082807
1704,9984.38,0.0959693,2.22709,-0.058559,0.0760326
1705,9990.23,0.101374,2.23977,-0.0628705,0.079524
1706,9996.09,0.0996314,2.18983,-0.0578113,0.0811435
1707,10002,0.0932588,2.20741,-0.0554401,0.0749906
1708,10007.8,0.101599,2.22917,-0.0621612,0.0803633
1709,10013.7,0.100791,2.16737,-0.0566252,0.0833813
1710,10019.5,0.0961014,2.20557,-0.056988,0.0773811
1711,10025.4,0.103421,2.25366,-0.0652608,0.0802306
1712,10031.2,0.100491,2.18462,-0.0578823,0.082147
1713,10037.1,0.0951999,2.24305,-0.0592862,0.0744861
1714,10043,0.100461,2.23331,-0.0617933,0.0792084
1715,10048.8,0.0998214,2.19387,-0.0582487,0.0810641
1716,10054.7,0.0952543,2.22861,-0.0582371,0.0753779
1717,10060.5,0.10157,2.22948,-0.0621683,0.0803219
1718,10066.4,0.0977454,2.20916,-0.0582447,0.0784966
1719,10072.3,0.0971702,2.21272,-0.0581793,0.0778282
1720,10078.1,0.10136,2.25008,-0.0636779,0.0788607
1721,10084,0.096299,2.21012,-0.0574572,0.0772799
1722,10089.8,0.0964,2.22826,-0.0589108,0.0763052
1723,10095.7,0.0990734,2.21658,-0.0596252,0.0791226
1724,10101.6,0.0983664,2.20776,-0.0585045,0.079077
1725,10107.4,0.0975084,2.23579,-0.0601677,0.0767315
1726,10113.3,0.0981662,2.21781,-0.0591749,0.0783258
1727,10119.1,0.0984277,2.2109,-0.0587889,0.0789422
1728,10125,0.0987024,2.23823,-0.0610942,0.077522
1729,10130.9,0.0974388,2.22766,-0.0594997,0.0771628
1730,10136.7,0.0970965,2.22561,-0.059133,0.0770131
1731,10142.6,0.0977351,2.22387,-0.0593869,0.0776231
1732,10148.4,0.0973534,2.21899,-0.0587771,0.0776076
1733,10154.3,0.0975608,2.22443,-0.0593245,0.0774513
1734,10160.2,0.0985899,2.22427,-0.0599373,0.0782782
1735,10166,0.0972453,2.22404,-0.0591022,0.0772243
1736,10171.9,0.0977604,2.23324,-0.060127,0.0770834
1737,10177.7,0.098026,2.22463,-0.0596228,0.0778089
1738,10183.6,0.0971512,2.23034,-0.0595303,0.0767756
1739,10189.5,0.0971797,2.23381,-0.0598136,0.0765913
1740,10195.3,0.097693,2.22509,-0.0594559,0.0775172
1741,10201.2,0.0968955,2.2288,-0.0592557,0.0766649
1742,10207,0.0973183,2.23327,-0.0598574,0.076733
1743,10212.9,0.0974908,2.22769,-0.059534,0.0772021
1744,10218.8,0.0968968,2.23027,-0.0593685,0.0765792
1745,10224.6,0.0972374,2.23428,-0.0598854,0.0766084
1746,10230.5,0.0971751,2.23096,-0.0595923,0.0767578
1747,10236.3,0.096779,2.23222,-0.059446,0.0763698
1748,10242.2,0.0969636,2.23354,-0.05966,0.076437
1749,10248,0.0969424,2.23202,-0.0595306,0.0765111
1750,10253.9,0.0967924,2.23311,-0.0595215,0.076328
1751,10259.8,0.0968449,2.23376,-0.0596039,0.0763303
1752,10265.6,0.0968371,2.23381,-0.0596026,0.0763214
1753,10271.5,0.0967439,2.23504,-0.0596389,0.0761747
1754,10277.3,0.0966821,2.23535,-0.0596244,0.0761076
1755,10283.2,0.0966469,2.23559,-0.0596213,0.0760653
1756,10289.1,0.0965837,2.23607,-0.059619,0.0759868
1757,10294.9,0.0965361,2.23639,-0.0596138,0.0759303
1758,10300.8,0.0965156,2.23639,-0.0596006,0.0759146
1759,10306.6,0.0965293,2.23742,-0.0596872,0.0758639
1760,10312.5,0.0964334,2.23818,-0.0596861,0.0757428
1761,10318.4,0.0963809,2.23852,-0.0596792,0.0756813
1762,10324.2,0.0963297,2.23898,-0.0596821,0.0756138
1763,10330.1,0.0962859,2.23939,-0.0596857,0.0755552
1764,10335.9,0.0962327,2.24009,-0.0597061,0.0754713
1765,10341.8,0.0961519,2.2403,-0.0596717,0.0753954
1766,10347.7,0.0961261,2.24052,-0.059672,0.0753623
1767,10353.5,0.0960938,2.24101,-0.059689,0.0753077
1768,10359.4,0.096041,2.24142,-0.0596867,0.0752421
1769,10365.2,0.0960694,2.24203,-0.0597507,0.0752275
1770,10371.1,0.0959297,2.24353,-0.0597767,0.0750284
1771,10377,0.0958425,2.24299,-0.0596815,0.0749926
1772,10382.8,0.0958245,2.24332,-0.0596952,0.0749587
1773,10388.7,0.0957812,2.24381,-0.0597046,0.0748959
1774,10394.5,0.0957365,2.24408,-0.0596972,0.0748447
1775,10400.4,0.0957117,2.24469,-0.0597269,0.0747892
1776,10406.2,0.0956401,2.24528,-0.059727,0.0746975
1777,10412.1,0.0955872,2.24552,-0.0597119,0.0746419
1778,10418,0.0955445,2.24594,-0.0597164,0.0745835
1779,10423.8,0.095496,2.24635,-0.0597166,0.0745212
1780,10429.7,0.0954544,2.24676,-0.059721,0.0744643
1781,10435.5,0.0953909,2.24726,-0.0597183,0.0743851
1782,10441.4,0.0953487,2.24739,-0.0597019,0.0743441
1783,10447.3,0.09531,2.24789,-0.0597149,0.0742842
1784,10453.1,0.0952699,2.24824,-0.0597154,0.0742322
1785,10459,0.0952112,2.24872,-0.0597142,0.0741578
1786,10464.8,0.09517,2.24874,-0.0596899,0.0741245
1787,10470.7,0.0951825,2.24911,-0.0597249,0.0741123
1788,10476.6,0.0951399,2.25018,-0.0597776,0.0740151
1789,10482.4,0.0950764,2.25057,-0.059767,0.0739421
1790,10488.3,0.0950177,2.25109,-0.0597681,0.0738656
1791,10494.1,0.0949708,2.25146,-0.0597663,0.0738068
1792,10500,0.094919,2.25185,-0.0597619,0.0737437
1793,10505.9,0.0948753,2.25221,-0.0597613,0.073688
1794,10511.7,0.0948318,2.25268,-0.0597683,0.0736263
1795,10517.6,0.0947871,2.25304,-0.0597668,0.0735699
1796,10523.4,0.0947323,2.25338,-0.0597574,0.073507
1797,10529.3,0.0947217,2.2537,-0.0597738,0.0734799
1798,10535.2,0.0946792,2.2544,-0.0597988,0.0734047
1799,10541,0.0946223,2.25493,-0.0598011,0.0733294
1800,10546.9,0.0945705,2.25532,-0.059797,0.073266
1801,10552.7,0.0945212,2.25568,-0.0597923,0.0732062
1802,10558.6,0.0944743,2.25599,-0.0597858,0.0731509
1803,10564.5,0.0944615,2.25625,-0.0597962,0.0731258
1804,10570.3,0.0944225,2.25714,-0.0598365,0.0730424
1805,10576.2,0.0943641,2.25752,-0.0598274,0.0729744
1806,10582,0.0943157,2.25798,-0.0598307,0.0729091
1807,10587.9,0.0942748,2.25852,-0.0598437,0.0728456
1808,10593.8,0.094204,2.25892,-0.0598282,0.0727667
1809,10599.6,0.0941646,2.25915,-0.0598197,0.0727226
1810,10605.5,0.0941322,2.25956,-0.059829,0.072673
1811,10611.3,0.0940888,2.26012,-0.0598423,0.0726059
1812,10617.2,0.0940336,2.26053,-0.0598364,0.072539
1813,10623,0.0939959,2.26087,-0.0598374,0.0724894
1814,10628.9,0.0939464,2.26143,-0.0598463,0.0724179
1815,10634.8,0.0938924,2.26168,-0.0598298,0.0723615
1816,10640.6,0.0938631,2.26203,-0.0598364,0.072318
1817,10646.5,0.0938226,2.26254,-0.0598476,0.0722561
1818,10652.3,0.0937771,2.26296,-0.0598489,0.0721959
1819,10658.2,0.093728,2.26339,-0.0598487,0.0721323
1820,10664.1,0.0936859,2.26369,-0.0598437,0.0720817
1821,10669.9,0.0936471,2.26409,-0.0598472,0.0720284
1822,10675.8,0.0936111,2.2645,-0.0598541,0.0719758
1823,10681.6,0.0935643,2.26492,-0.059854,0.0719151
1824,10687.5,0.0935211,2.26516,-0.0598435,0.0718676
1825,10693.4,0.0935341,2.26532,-0.059864,0.0718674
1826,10699.2,0.0935049,2.26671,-0.0599445,0.0717623
1827,10705.1,0.0934082,2.26699,-0.0599028,0.0716711
1828,10710.9,0.09337,2.26736,-0.0599049,0.0716195
1829,10716.8,0.093329,2.26772,-0.0599042,0.0715667
1830,10722.7,0.093266,2.26834,-0.0599082,0.0714811
1831,10728.5,0.0932226,2.26794,-0.059852,0.0714716
1832,10734.4,0.0932622,2.26884,-0.0599413,0.0714485
1833,10740.2,0.0931876,2.26969,-0.059954,0.0713404
1834,10746.1,0.0931294,2.27005,-0.0599426,0.0712739
1835,10752,0.0930892,2.27047,-0.0599464,0.0712181
1836,10757.8,0.0930581,2.27101,-0.0599648,0.071162
1837,10763.7,0.0929772,2.27163,-0.0599566,0.0710631
1838,10769.5,0.0929417,2.27167,-0.0599369,0.0710332
1839,10775.4,0.0929008,2.2722,-0.0599483,0.0709701
1840,10781.2,0.092861,2.27254,-0.0599468,0.0709193
1841,10787.1,0.0928253,2.27288,-0.0599472,0.0708722
1842,10793,0.0928068,2.27349,-0.0599789,0.0708212
1843,10798.8,0.0927467,2.27405,-0.0599795,0.0707418
1844,10804.7,0.0927063,2.27446,-0.0599827,0.0706861
1845,10810.5,0.0926646,2.27495,-0.0599897,0.0706255
1846,10816.4,0.0926243,2.27551,-0.0600032,0.0705611
1847,10822.3,0.0925549,2.27609,-0.0599991,0.0704735
1848,10828.1,0.0925013,2.27628,-0.0599781,0.070421
1849,10834,0.0924579,2.27659,-0.0599717,0.0703694
1850,10839.8,0.0924201,2.27701,-0.0599765,0.0703157
1851,10845.7,0.0923612,2.27728,-0.0599577,0.0702543
1852,10851.6,0.0923453,2.27725,-0.059945,0.0702443
1853,10857.4,0.0923577,2.27802,-0.0600074,0.0702072
1854,10863.3,0.0922944,2.2788,-0.0600209,0.0701124
1855,10869.1,0.0922438,2.27928,-0.0600214,0.0700453
1856,10875,0.0921929,2.27969,-0.060017,0.069982
1857,10880.9,0.0921445,2.28012,-0.0600157,0.0699194
1858,10886.7,0.0920985,2.28055,-0.0600158,0.0698587
1859,10892.6,0.0920451,2.28077,-0.0599963,0.0698051
1860,10898.4,0.0920267,2.28115,-0.060011,0.0697681
1861,10904.3,0.0919809,2.28168,-0.0600177,0.069702
1862,10910.2,0.0919398,2.28206,-0.0600177,0.0696477
1863,10916,0.0918983,2.28241,-0.0600149,0.0695954
1864,10921.9,0.0918746,2.28285,-0.0600301,0.069551
1865,10927.7,0.0918338,2.28339,-0.0600412,0.0694875
1866,10933.6,0.0917863,2.28391,-0.0600456,0.0694209
1867,10939.5,0.0917443,2.28423,-0.0600405,0.0693696
1868,10945.3,0.0917069,2.28473,-0.060051,0.0693111
1869,10951.2,0.0916587,2.28512,-0.0600459,0.0692518
1870,10957,0.0916315,2.28545,-0.0600511,0.0692113
1871,10962.9,0.0915935,2.28607,-0.0600695,0.069145
1872,10968.8,0.0915474,2.28649,-0.060068,0.0690851
1873,10974.6,0.0915058,2.28695,-0.0600726,0.069026
1874,10980.5,0.0914548,2.28737,-0.0600683,0.0689622
1875,10986.3,0.0914294,2.2876,-0.0600673,0.0689293
1876,10992.2,0.0913983,2.28835,-0.0600986,0.0688607
1877,10998,0.0913333,2.28881,-0.060087,0.0687846
1878,11003.9,0.0912922,2.28906,-0.0600774,0.0687384
1879,11009.8,0.0912523,2.28947,-0.0600796,0.0686835
1880,11015.6,0.0912234,2.28982,-0.0600843,0.068641
1881,11021.5,0.091186,2.29034,-0.0600957,0.0685813
1882,11027.3,0.0911461,2.29081,-0.0601011,0.0685235
1883,11033.2,0.0911023,2.29125,-0.0601028,0.0684637
1884,11039.1,0.0910619,2.29163,-0.0601021,0.0684105
1885,11044.9,0.0910271,2.29202,-0.0601056,0.0683612
1886,11050.8,0.0910092,2.29252,-0.0601276,0.068318
1887,11056.6,0.0909516,2.29335,-0.0601467,0.0682244
1888,11062.5,0.0908892,2.2936,-0.0601226,0.0681625
1889,11068.4,0.0908455,2.2939,-0.0601135,0.0681122
1890,11074.2,0.090814,2.29431,-0.060121,0.0680635
1891,11080.1,0.0907721,2.29467,-0.0601174,0.0680109
1892,11085.9,0.0907366,2.29513,-0.0601254,0.0679564
1893,11091.8,0.0906969,2.29554,-0.0601273,0.0679017
1894,11097.7,0.0906575,2.29596,-0.0601295,0.0678471
1895,11103.5,0.0906154,2.29644,-0.0601342,0.0677866
1896,11109.4,0.0905666,2.2968,-0.0601258,0.0677289
1897,11115.2,0.0905215,2.29699,-0.0601092,0.0676833
1898,11121.1,0.0905204,2.29731,-0.0601299,0.0676635
1899,11127,0.0904759,2.29797,-0.060145,0.0675904
1900,11132.8,0.0904449,2.29832,-0.060148,0.0675463
1901,11138.7,0.0904149,2.29883,-0.0601621,0.0674935
1902,11144.5,0.0903781,2.29928,-0.060168,0.0674389
1903,11150.4,0.0903761,2.29992,-0.0602103,0.0673986
1904,11156.2,0.0902799,2.30112,-0.0602266,0.0672549
1905,11162.1,0.0902077,2.30072,-0.0601517,0.0672249
1906,11168,0.0901812,2.30126,-0.0601705,0.0671727
1907,11173.8,0.090148,2.30153,-0.0601666,0.0671316
1908,11179.7,0.0900813,2.30139,-0.0601121,0.0670909
1909,11185.5,0.0901794,2.30195,-0.0602154,0.0671299
1910,11191.4,0.0900806,2.30344,-0.0602494,0.0669666
1911,11197.3,0.0900199,2.3037,-0.060226,0.0669059
1912,11203.1,0.0899575,2.30405,-0.0602075,0.0668387
1913,11209,0.0899146,2.3044,-0.0602024,0.0667856
1914,11214.8,0.0898631,2.30451,-0.0601751,0.0667409
1915,11220.7,0.0898689,2.30465,-0.0601884,0.0667366
1916,11226.6,0.0898464,2.30562,-0.0602384,0.0666612
1917,11232.4,0.0897946,2.30604,-0.0602312,0.0665979
1918,11238.3,0.0897456,2.30657,-0.0602339,0.0665293
1919,11244.1,0.0897093,2.30695,-0.0602347,0.0664795
1920,11250,0.0896664,2.30741,-0.0602363,0.0664203
1921,11255.9,0.0896259,2.30781,-0.0602359,0.0663659
1922,11261.7,0.0895896,2.30829,-0.0602434,0.0663101
1923,11267.6,0.0895473,2.3087,-0.0602419,0.0662543
1924,11273.4,0.0895064,2.30913,-0.0602429,0.0661981
1925,11279.3,0.0894751,2.30957,-0.0602507,0.0661486
1926,11285.2,0.0894254,2.31012,-0.0602537,0.0660787
1927,11291,0.0893787,2.31035,-0.0602376,0.0660301
1928,11296.9,0.0893574,2.31084,-0.0602554,0.065985
1929,11302.7,0.0893085,2.31132,-0.0602541,0.0659201
1930,11308.6,0.0892716,2.31193,-0.0602695,0.0658559
1931,11314.5,0.0891766,2.31211,-0.060217,0.0657753
1932,11320.3,0.0891888,2.31195,-0.0602149,0.0657937
1933,11326.2,0.0891647,2.31274,-0.0602507,0.0657282
1934,11332,0.0891284,2.31319,-0.0602558,0.0656744
1935,11337.9,0.0890768,2.31357,-0.0602455,0.0656138
1936,11343.8,0.0890653,2.31388,-0.0602581,0.0655864
1937,11349.6,0.0890319,2.31462,-0.0602841,0.0655172
1938,11355.5,0.0889728,2.31508,-0.0602741,0.0654461
1939,11361.3,0.0889364,2.31537,-0.0602687,0.0654017
1940,11367.2,0.0889011,2.31586,-0.0602762,0.0653466
1941,11373,0.0888429,2.31644,-0.0602754,0.0652683
1942,11378.9,0.0887749,2.31599,-0.0601995,0.0652457
1943,11384.8,0.0888459,2.31644,-0.060277,0.0652708
1944,11390.6,0.0887862,2.31746,-0.0603031,0.0651653
1945,11396.5,0.0887457,2.31785,-0.0603007,0.0651124
1946,11402.3,0.0887081,2.31833,-0.0603063,0.0650559
1947,11408.2,0.0886682,2.31872,-0.060305,0.0650028
1948,11414.1,0.0886426,2.31917,-0.0603164,0.0649572
1949,11419.9,0.0886013,2.31965,-0.06032,0.0648975
1950,11425.8,0.0885721,2.32004,-0.0603253,0.0648527
1951,11431.6,0.0885433,2.32051,-0.060336,0.0648035
1952,11437.5,0.088526,2.32089,-0.0603485,0.064768
1953,11443.4,0.0885293,2.32207,-0.0604276,0.0646988
1954,11449.2,0.0883967,2.32299,-0.0603962,0.0645466
1955,11455.1,0.0883393,2.32275,-0.0603419,0.0645188
1956,11460.9,0.0883121,2.32306,-0.0603434,0.0644802
1957,11466.8,0.0882809,2.32343,-0.0603453,0.0644356
1958,11472.7,0.0882433,2.32392,-0.0603513,0.0643786
1959,11478.5,0.0881985,2.32426,-0.0603427,0.0643252
1960,11484.4,0.0881686,2.32456,-0.0603414,0.0642855
1961,11490.2,0.0881403,2.32501,-0.0603512,0.0642374
1962,11496.1,0.0881082,2.32549,-0.0603601,0.0641851
1963,11502,0.0880679,2.32601,-0.060366,0.0641242
1964,11507.8,0.0880235,2.32639,-0.0603595,0.0640693
1965,11513.7,0.0879872,2.32681,-0.0603613,0.0640176
1966,11519.5,0.0879503,2.32711,-0.0603556,0.0639723
1967,11525.4,0.0879189,2.32754,-0.0603615,0.0639235
1968,11531.2,0.0878908,2.32791,-0.0603654,0.0638812
1969,11537.1,0.0878706,2.32842,-0.0603842,0.0638356
1970,11543,0.0878254,2.32907,-0.0603948,0.0637635
1971,11548.8,0.0877926,2.32944,-0.060396,0.0637171
1972,11554.7,0.0877389,2.33014,-0.0604036,0.0636358
1973,11560.5,0.0876935,2.33026,-0.0603797,0.063596
1974,11566.4,0.0876609,2.33083,-0.0603935,0.0635379
1975,11572.3,0.0876186,2.33112,-0.0603829,0.0634896
1976,11578.1,0.0875707,2.33162,-0.0603813,0.0634249
1977,11584,0.0875356,2.33162,-0.0603577,0.063399
1978,11589.8,0.0875233,2.33219,-0.0603849,0.0633561
1979,11595.7,0.0874658,2.33257,-0.0603692,0.0632916
1980,11601.6,0.0874546,2.33251,-0.0603582,0.0632866
1981,11607.4,0.0874688,2.33329,-0.0604169,0.0632501
1982,11613.3,0.0874184,2.33405,-0.0604303,0.0631676
1983,11619.1,0.0873723,2.33452,-0.0604281,0.063106
1984,11625,0.0873401,2.33494,-0.0604322,0.0630575
1985,11630.9,0.0872991,2.33542,-0.0604341,0.0629988
1986,11636.7,0.0872713,2.33587,-0.0604432,0.0629516
1987,11642.6,0.0872362,2.33645,-0.0604556,0.062891
1988,11648.4,0.0871808,2.33708,-0.0604569,0.0628128
1989,11654.3,0.0871202,2.33724,-0.0604245,0.0627599
1990,11660.2,0.0871071,2.33751,-0.0604325,0.062734
1991,11666,0.087062,2.33802,-0.0604329,0.062671
1992,11671.9,0.0870429,2.33812,-0.0604263,0.0626509
1993,11677.7,0.0870424,2.33895,-0.060478,0.0626003
1994,11683.6,0.086967,2.33966,-0.0604698,0.0625034
1995,11689.5,0.0869277,2.33988,-0.0604565,0.0624614
1996,11695.3,0.0868779,2.34024,-0.0604438,0.0624044
1997,11701.2,0.0868589,2.34051,-0.0604474,0.0623745
1998,11707,0.0868283,2.34093,-0.0604525,0.062327
1999,11712.9,0.0868041,2.3415,-0.0604713,0.0622751
2000,11718.8,0.0867597,2.34201,-0.060472,0.0622124
2001,11724.6,0.0867167,2.34236,-0.0604637,0.0621605
2002,11730.5,0.0866863,2.34271,-0.0604643,0.0621175
2003,11736.3,0.0866711,2.34316,-0.0604818,0.0620792
2004,11742.2,0.0866248,2.34381,-0.0604896,0.062007
2005,11748,0.0865865,2.3443,-0.0604933,0.0619499
2006,11753.9,0.086542,2.34468,-0.0604855,0.0618952
2007,11759.8,0.0864997,2.34524,-0.0604906,0.0618311
2008,11765.6,0.0864305,2.34558,-0.0604636,0.0617606
2009,11771.5,0.0864112,2.34536,-0.0604362,0.0617605
2010,11777.3,0.0864039,2.34612,-0.060478,0.0617095
2011,11783.2,0.0863558,2.3465,-0.0604679,0.0616519
2012,11789.1,0.0863202,2.34687,-0.060466,0.0616039
2013,11794.9,0.0862851,2.34734,-0.06047,0.0615507
2014,11800.8,0.08621,2.34728,-0.060414,0.0615004
2015,11806.6,0.0862747,2.34708,-0.0604467,0.0615592
2016,11812.5,0.0862713,2.34857,-0.0605362,0.0614663
2017,11818.4,0.0861959,2.34911,-0.0605161,0.0613803
2018,11824.2,0.086162,2.34948,-0.0605156,0.0613332
2019,11830.1,0.0861231,2.34986,-0.0605111,0.0612829
2020,11835.9,0.0861041,2.35024,-0.0605214,0.0612461
2021,11841.8,0.0860763,2.3509,-0.0605417,0.0611868
2022,11847.7,0.0860333,2.35141,-0.0605428,0.0611254
2023,11853.5,0.0859923,2.35188,-0.060543,0.0610673
2024,11859.4,0.085959,2.35224,-0.0605415,0.0610219
2025,11865.2,0.0859227,2.3529,-0.060556,0.0609564
2026,11871.1,0.0858642,2.35312,-0.0605282,0.0609016
2027,11877,0.085848,2.35343,-0.0605359,0.0608711
2028,11882.8,0.0858146,2.35395,-0.0605435,0.0608164
2029,11888.7,0.0857768,2.35434,-0.0605407,0.0607659
2030,11894.5,0.0857454,2.35468,-0.0605392,0.060723
2031,11900.4,0.0857276,2.35497,-0.0605446,0.0606925
2032,11906.2,0.0857135,2.35577,-0.0605828,0.0606344
2033,11912.1,0.0856501,2.3563,-0.0605704,0.0605572
2034,11918,0.0856141,2.35666,-0.0605663,0.0605103
2035,11923.8,0.0855812,2.35694,-0.0605599,0.0604702
